서울특별시 노원구 상계동,720,720,0,상계주공6(고층),41.3,202012,21,"52,700",11,1988,노해로 508,, ,-,-
서울특별시 노원구 상계동,720,720,0,상계주공6(고층),58.01,202012,22,"72,000",5,1988,노해로 508,, ,-,-
서울특별시 노원구 상계동,720,720,0,상계주공6(고층),59.2,202012,24,"70,200",3,1988,노해로 508,, ,-,-
서울특별시 노원구 상계동,720,720,0,상계주공6(고층),41.3,202012,26,"57,000",14,1988,노해로 508,, ,-,-
서울특별시 노원구 상계동,720,720,0,상계주공6(고층),32.39,202012,30,"45,000",6,1988,노해로 508,, ,-,-
서울특별시 노원구 상계동,720,720,0,상계주공6(고층),59.39,202012,31,"80,000",10,1988,노해로 508,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),41.3,202012,3,"50,000",4,1988,동일로 1456,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.9,202012,3,"54,700",8,1988,동일로 1456,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.77,202012,5,"52,500",15,1988,상계로1길 92,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),79.07,202012,5,"98,000",6,1988,동일로 1456,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.55,202012,5,"51,400",1,1988,동일로 1456,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),59.39,202012,5,"72,000",12,1988,상계로1길 92,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),41.3,202012,7,"51,200",1,1988,동일로 1456,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),49.94,202012,7,"64,800",12,1988,동일로 1456,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),49.94,202012,9,"62,000",2,1988,동일로 1456,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.9,202012,14,"57,000",5,1988,동일로 1456,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.9,202012,15,"55,000",12,1988,동일로 1456,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.9,202012,16,"57,800",10,1988,동일로 1456,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),59.39,202012,27,"77,000",6,1988,상계로1길 92,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.77,202012,28,"54,000",11,1988,상계로1길 92,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),41.3,202012,29,"52,700",3,1988,동일로 1456,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),49.94,202012,30,"69,500",2,1988,동일로 1456,, ,-,-
서울특별시 노원구 상계동,691,691,0,상계주공7(고층),49.94,202012,31,"68,000",3,1988,동일로 1456,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.9,202012,1,"40,000",13,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),49.94,202012,2,"54,500",12,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),49.94,202012,3,"56,700",14,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.9,202012,5,"42,000",7,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.9,202012,5,"45,000",2,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),41.3,202012,6,"44,000",5,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),58.01,202012,7,"63,000",5,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),79.07,202012,7,"79,800",15,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),49.94,202012,8,"55,000",3,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),49.94,202012,9,"54,700",2,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),41.3,202012,11,"41,000",14,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),41.3,202012,14,"45,000",3,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.55,202012,14,"46,000",2,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),49.94,202012,17,"59,000",5,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.9,202012,19,"46,000",10,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.9,202012,19,"44,000",4,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),79.07,202012,21,"84,000",12,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.55,202012,22,"43,000",6,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),41.3,202012,22,"50,000",13,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),66.56,202012,23,"74,900",5,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),79.07,202012,24,"84,000",4,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.9,202012,25,"45,400",7,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),49.94,202012,25,"55,000",4,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.9,202012,29,"44,000",3,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.9,202012,29,"46,000",7,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,670,670,0,상계주공9(고층),45.55,202012,30,"45,000",4,1988,노원로 532,, ,-,-
서울특별시 노원구 상계동,1063,1063,0,상계현대3차,84.96,202012,26,"68,000",14,1999,수락산로 234,, ,-,-
서울특별시 노원구 상계동,330-29,330,29,소담빌,14.65,202012,1,"11,000",8,2014,노해로85길 10-55,, ,-,-
서울특별시 노원구 상계동,330-29,330,29,소담빌,14.65,202012,24,"11,700",5,2014,노해로85길 10-55,, ,-,-
서울특별시 노원구 상계동,1312,1312,0,수락리버시티3단지,84.69,202012,22,"66,900",3,2009,누원로 28,, ,-,-
서울특별시 노원구 상계동,1313,1313,0,수락리버시티4단지,59.9,202012,29,"57,500",6,2009,누원로 18,, ,-,-
서울특별시 노원구 상계동,1265,1265,0,수락산벨리체,114.92,202012,17,"79,000",3,2000,동일로250길 18,, ,-,-
서울특별시 노원구 상계동,1277,1277,0,수락한신,59.95,202012,25,"46,750",6,1997,동일로242길 80,, ,-,-
서울특별시 노원구 상계동,1277,1277,0,수락한신,59.95,202012,31,"50,000",10,1997,동일로242길 80,, ,-,-
서울특별시 노원구 상계동,1255,1255,0,은빛1단지,59.95,202012,7,"49,000",3,1998,동일로245길 162,, ,-,-
서울특별시 노원구 상계동,1255,1255,0,은빛1단지,59.92,202012,8,"48,500",3,1998,동일로245길 162,, ,-,-
서울특별시 노원구 상계동,1255,1255,0,은빛1단지,49.77,202012,9,"42,000",15,1998,동일로245길 162,, ,-,-
서울특별시 노원구 상계동,1255,1255,0,은빛1단지,39.69,202012,14,"34,400",6,1998,동일로245길 162,, ,-,-
서울특별시 노원구 상계동,1255,1255,0,은빛1단지,59.95,202012,15,"48,000",1,1998,동일로245길 162,20210305, ,-,-
서울특별시 노원구 상계동,1255,1255,0,은빛1단지,39.69,202012,22,"30,500",2,1998,동일로245길 162,, ,-,-
서울특별시 노원구 상계동,1255,1255,0,은빛1단지,49.77,202012,29,"44,700",7,1998,동일로245길 162,, ,-,-
서울특별시 노원구 상계동,1255,1255,0,은빛1단지,59.95,202012,30,"53,000",8,1998,동일로245길 162,, ,-,-
서울특별시 노원구 상계동,1255,1255,0,은빛1단지,59.95,202012,31,"50,700",1,1998,동일로245길 162,, ,-,-
서울특별시 노원구 상계동,1256,1256,0,은빛2단지,49.77,202012,1,"44,000",12,1998,동일로245가길 41,, ,-,-
서울특별시 노원구 상계동,1256,1256,0,은빛2단지,59.95,202012,8,"55,700",10,1998,동일로245가길 41,, ,-,-
서울특별시 노원구 상계동,1256,1256,0,은빛2단지,49.77,202012,8,"44,500",14,1998,동일로245가길 41,, ,-,-
서울특별시 노원구 상계동,1256,1256,0,은빛2단지,49.77,202012,11,"41,700",2,1998,동일로245가길 41,, ,-,-
서울특별시 노원구 상계동,1256,1256,0,은빛2단지,59.95,202012,16,"51,700",8,1998,동일로245가길 41,, ,-,-
서울특별시 노원구 상계동,1256,1256,0,은빛2단지,49.77,202012,28,"39,500",1,1998,동일로245가길 41,, ,-,-
서울특별시 노원구 상계동,1256,1256,0,은빛2단지,49.77,202012,29,"45,000",4,1998,동일로245가길 41,, ,-,-
서울특별시 노원구 상계동,1256,1256,0,은빛2단지,59.95,202012,31,"55,000",3,1998,동일로245가길 41,, ,-,-
서울특별시 노원구 상계동,1256,1256,0,은빛2단지,39.7,202012,31,"35,500",10,1998,동일로245가길 41,, ,-,-
서울특별시 노원구 상계동,694,694,0,임광,122.18,202012,14,"115,000",7,1989,노원로 569,, ,-,-
서울특별시 노원구 상계동,1068,1068,0,중앙하이츠(5지역),59.99,202012,29,"42,000",5,1996,동일로231길 72,, ,-,-
서울특별시 노원구 상계동,1276,1276,0,청암2단지,49.77,202012,2,"42,000",5,2001,덕릉로94가길 20,, ,-,-
서울특별시 노원구 상계동,1276,1276,0,청암2단지,49.77,202012,8,"44,500",11,2001,덕릉로94가길 20,, ,-,-
서울특별시 노원구 상계동,1276,1276,0,청암2단지,59.4,202012,17,"51,000",16,2001,덕릉로94가길 20,, ,-,-
서울특별시 노원구 상계동,1276,1276,0,청암2단지,59.96,202012,22,"53,500",14,2001,덕릉로94가길 20,20210226, ,-,-
서울특별시 노원구 상계동,1276,1276,0,청암2단지,59.4,202012,26,"54,000",13,2001,덕릉로94가길 20,, ,-,-
서울특별시 노원구 상계동,1276,1276,0,청암2단지,59.96,202012,30,"51,700",4,2001,덕릉로94가길 20,, ,-,-
서울특별시 노원구 상계동,1276,1276,0,청암2단지,49.77,202012,31,"48,400",12,2001,덕릉로94가길 20,, ,-,-
서울특별시 노원구 상계동,135,135,0,한신1차,45.44,202012,1,"30,500",4,1987,한글비석로46가길 16,, ,-,-
서울특별시 노원구 상계동,135,135,0,한신1차,53.96,202012,8,"41,000",10,1987,한글비석로46가길 16,, ,-,-
서울특별시 노원구 상계동,135,135,0,한신1차,53.96,202012,9,"37,500",1,1987,한글비석로46가길 16,, ,-,-
서울특별시 노원구 상계동,135,135,0,한신1차,53.96,202012,21,"41,800",8,1987,한글비석로46가길 16,, ,-,-
서울특별시 노원구 상계동,135,135,0,한신1차,53.96,202012,21,"41,800",7,1987,한글비석로46가길 16,, ,-,-
서울특별시 노원구 상계동,135,135,0,한신1차,53.96,202012,21,"39,500",2,1987,한글비석로46가길 16,, ,-,-
서울특별시 노원구 상계동,451,451,0,한신2차,58.46,202012,1,"48,000",10,1988,한글비석로48길 6,, ,-,-
서울특별시 노원구 상계동,451,451,0,한신2차,58.46,202012,4,"48,000",4,1988,한글비석로48길 6,, ,-,-
서울특별시 노원구 상계동,451,451,0,한신2차,45.92,202012,18,"33,500",13,1988,한글비석로48길 6,, ,-,-
서울특별시 노원구 상계동,451,451,0,한신2차,45.92,202012,21,"34,950",8,1988,한글비석로48길 6,, ,-,-
서울특별시 노원구 상계동,451,451,0,한신2차,45.92,202012,21,"35,000",8,1988,한글비석로48길 6,, ,-,-
서울특별시 노원구 상계동,458,458,0,한신3차,84.59,202012,7,"63,500",2,1990,한글비석로46가길 34,, ,-,-
서울특별시 노원구 상계동,458,458,0,한신3차,60.44,202012,18,"50,300",9,1990,한글비석로46가길 34,, ,-,-
서울특별시 노원구 상계동,757,757,0,한양,86.62,202012,21,"69,000",1,1988,동일로216길 92,, ,-,-
서울특별시 노원구 상계동,1309,1309,0,한일유앤아이,84.991,202012,17,"84,000",15,2005,노원로28길 62,, ,-,-
서울특별시 노원구 상계동,1309,1309,0,한일유앤아이,59.877,202012,19,"65,800",9,2005,노원로28길 62,, ,-,-
서울특별시 노원구 상계동,1078,1078,0,현대2차,69.26,202012,24,"52,500",3,1993,동일로231길 86,, ,-,-
서울특별시 노원구 상계동,1078,1078,0,현대2차,82.68,202012,26,"63,000",9,1993,동일로231길 86,, ,-,-
서울특별시 노원구 상계동,1078,1078,0,현대2차,82.68,202012,30,"56,000",4,1993,동일로231길 86,, ,-,-
서울특별시 노원구 상계동,1280,1280,0,희락,84.9,202012,12,"52,000",10,1997,수락산로 190,, ,-,-
서울특별시 노원구 월계동,803-1,803,1,극동,83.31,202012,28,"47,000",7,1996,덕릉로60길 288,, ,-,-
서울특별시 노원구 월계동,949,949,0,꿈의숲SKVIEW,84.95,202012,26,"90,500",17,2016,월계로42길 97,, ,-,-
서울특별시 노원구 월계동,949,949,0,꿈의숲SKVIEW,59.92,202012,27,"79,000",11,2016,월계로42길 97,, ,-,-
서울특별시 노원구 월계동,949,949,0,꿈의숲SKVIEW,59.92,202012,31,"81,500",12,2016,월계로42길 97,, ,-,-
서울특별시 노원구 월계동,950,950,0,녹천역두산위브아파트,84.9343,202012,17,"73,500",2,2017,마들로5길 25,, ,-,-
서울특별시 노원구 월계동,925,925,0,대동,59.76,202012,22,"54,750",15,1997,광운로 46,, ,-,-
서울특별시 노원구 월계동,925,925,0,대동,59.76,202012,23,"52,000",7,1997,광운로 46,20210121, ,-,-
서울특별시 노원구 월계동,925,925,0,대동,59.76,202012,23,"52,000",7,1997,광운로 46,, ,-,-
서울특별시 노원구 월계동,775,775,0,대우,134.64,202012,21,"75,000",17,1998,초안산로5길 22,, ,-,-
서울특별시 노원구 월계동,775,775,0,대우,134.64,202012,31,"74,500",19,1998,초안산로5길 22,, ,-,-
서울특별시 노원구 월계동,940,940,0,동원베네스트,59.854,202012,31,"58,500",4,2005,월계로53길 21,, ,-,-
서울특별시 노원구 월계동,947,947,0,롯데캐슬루나,84.9852,202012,11,"83,000",3,2006,월계로45길 21,, ,-,-
서울특별시 노원구 월계동,947,947,0,롯데캐슬루나,84.9852,202012,14,"88,000",6,2006,월계로45길 21,, ,-,-
서울특별시 노원구 월계동,947,947,0,롯데캐슬루나,127.0318,202012,14,"103,500",7,2006,월계로45길 21,, ,-,-
서울특별시 노원구 월계동,947,947,0,롯데캐슬루나,84.9852,202012,15,"79,000",1,2006,월계로45길 21,, ,-,-
서울특별시 노원구 월계동,947,947,0,롯데캐슬루나,84.9852,202012,22,"82,500",4,2006,월계로45길 21,, ,-,-
서울특별시 노원구 월계동,947,947,0,롯데캐슬루나,127.0318,202012,23,"96,000",3,2006,월계로45길 21,, ,-,-
서울특별시 노원구 월계동,947,947,0,롯데캐슬루나,84.9852,202012,29,"85,000",6,2006,월계로45길 21,, ,-,-
서울특별시 노원구 월계동,13,13,0,미륭,51.48,202012,2,"70,000",8,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,미륭,51.48,202012,2,"70,300",14,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,미륭,51.48,202012,4,"71,500",13,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,미륭,51.48,202012,10,"68,000",10,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,미륭,51.48,202012,11,"71,600",10,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,미륭,51.48,202012,18,"69,990",9,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,미륭,51.48,202012,18,"67,500",14,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,미륭,51.48,202012,18,"71,500",10,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,미륭,51.48,202012,23,"70,000",5,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,미륭,51.48,202012,25,"71,000",3,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,미륭,51.48,202012,26,"71,000",3,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,미륭,51.48,202012,30,"72,000",4,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,미성,33.28,202012,2,"57,000",4,1986,마들로 59,, ,-,-
서울특별시 노원구 월계동,13,13,0,미성,33.28,202012,5,"59,500",3,1986,마들로 59,, ,-,-
서울특별시 노원구 월계동,13,13,0,미성,33.28,202012,6,"59,900",2,1986,마들로 59,, ,-,-
서울특별시 노원구 월계동,13,13,0,미성,50.14,202012,12,"68,800",13,1986,마들로 59,, ,-,-
서울특별시 노원구 월계동,13,13,0,미성,50.14,202012,12,"70,000",5,1986,마들로 59,, ,-,-
서울특별시 노원구 월계동,13,13,0,미성,50.14,202012,19,"67,400",2,1986,마들로 59,, ,-,-
서울특별시 노원구 월계동,13,13,0,미성,50.14,202012,19,"65,500",14,1986,마들로 59,, ,-,-
서울특별시 노원구 월계동,13,13,0,미성,50.14,202012,19,"68,000",2,1986,마들로 59,, ,-,-
서울특별시 노원구 월계동,13,13,0,미성,50.14,202012,21,"69,000",3,1986,마들로 59,, ,-,-
서울특별시 노원구 월계동,13,13,0,미성,50.14,202012,26,"67,000",3,1986,마들로 59,, ,-,-
서울특별시 노원구 월계동,13,13,0,미성,33.28,202012,29,"59,900",4,1986,마들로 59,, ,-,-
서울특별시 노원구 월계동,320-11,320,11,사슴3,39.6,202012,11,"39,200",3,1995,월계로55길 15,, ,-,-
서울특별시 노원구 월계동,320-11,320,11,사슴3,33.18,202012,14,"31,700",8,1995,월계로55길 15,, ,-,-
서울특별시 노원구 월계동,320-11,320,11,사슴3,33.18,202012,24,"28,000",1,1995,월계로55길 15,, ,-,-
서울특별시 노원구 월계동,320-11,320,11,사슴3,33.18,202012,29,"31,500",13,1995,월계로55길 15,, ,-,-
서울특별시 노원구 월계동,320-11,320,11,사슴3,33.18,202012,30,"32,700",10,1995,월계로55길 15,, ,-,-
서울특별시 노원구 월계동,13,13,0,삼호3,59.22,202012,5,"79,000",9,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,삼호3,59.22,202012,5,"77,800",6,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,삼호3,59.22,202012,8,"79,500",7,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,삼호3,59.22,202012,9,"78,500",13,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,13,13,0,삼호3,59.22,202012,15,"76,500",3,1986,마들로 111,, ,-,-
서울특별시 노원구 월계동,12,12,0,삼호4,50.18,202012,4,"60,000",10,1987,마들로 127,, ,-,-
서울특별시 노원구 월계동,12,12,0,삼호4,59.49,202012,19,"69,000",1,1987,마들로 127,, ,-,-
서울특별시 노원구 월계동,12,12,0,삼호4,50.18,202012,28,"62,000",13,1987,마들로 127,, ,-,-
서울특별시 노원구 월계동,922,922,0,서광,84.61,202012,19,"71,800",6,1994,마들로1길 44,, ,-,-
서울특별시 노원구 월계동,922,922,0,서광,84.61,202012,26,"75,000",12,1994,마들로1길 44,, ,-,-
서울특별시 노원구 월계동,922,922,0,서광,59.96,202012,28,"59,400",4,1994,마들로1길 44,, ,-,-
서울특별시 노원구 월계동,922,922,0,서광,59.96,202012,29,"61,100",13,1994,마들로1길 44,, ,-,-
서울특별시 노원구 월계동,322-1,322,1,성원(사슴4),59.94,202012,9,"57,900",2,1995,마들로3길 37,, ,-,-
서울특별시 노원구 월계동,322-1,322,1,성원(사슴4),49.92,202012,11,"50,600",12,1995,마들로3길 37,, ,-,-
서울특별시 노원구 월계동,322-1,322,1,성원(사슴4),49.92,202012,12,"52,000",6,1995,마들로3길 37,, ,-,-
서울특별시 노원구 월계동,322-1,322,1,성원(사슴4),49.92,202012,18,"51,200",12,1995,마들로3길 37,, ,-,-
서울특별시 노원구 월계동,322-1,322,1,성원(사슴4),39.6,202012,29,"37,500",15,1995,마들로3길 37,, ,-,-
서울특별시 노원구 월계동,930,930,0,우남그랜드,84.73,202012,28,"72,500",10,2001,화랑로 355,, ,-,-
서울특별시 노원구 월계동,951,951,0,월계센트럴아이파크,84.99,202012,1,"85,000",19,2020,초안산로2라길 26,, ,-,-
서울특별시 노원구 월계동,951,951,0,월계센트럴아이파크,84.99,202012,21,"101,500",11,2020,초안산로2라길 26,, ,-,-
서울특별시 노원구 월계동,951,951,0,월계센트럴아이파크,84.99,202012,30,"120,000",19,2020,초안산로2라길 26,, ,-,-
서울특별시 노원구 월계동,939,939,0,월계흥화브라운빌,84.98,202012,16,"70,000",12,2004,우이천로2나길 14,, ,-,-
서울특별시 노원구 월계동,939,939,0,월계흥화브라운빌,59.79,202012,30,"54,500",6,2004,우이천로2나길 14,, ,-,-
서울특별시 노원구 월계동,939,939,0,월계흥화브라운빌,84.98,202012,31,"69,300",11,2004,우이천로2나길 14,, ,-,-
서울특별시 노원구 월계동,931,931,0,장은하이빌,81.8788,202012,11,"67,700",17,2002,석계로13길 6-9,, ,-,-
서울특별시 노원구 월계동,556,556,0,주공2,59.97,202012,2,"54,000",14,1992,초안산로1길 18,, ,-,-
서울특별시 노원구 월계동,556,556,0,주공2,59.97,202012,5,"56,700",7,1992,초안산로1길 18,, ,-,-
서울특별시 노원구 월계동,556,556,0,주공2,59.97,202012,14,"56,400",13,1992,초안산로1길 18,, ,-,-
서울특별시 노원구 월계동,556,556,0,주공2,44.52,202012,15,"37,200",15,1992,초안산로1길 18,, ,-,-
서울특별시 노원구 월계동,556,556,0,주공2,44.52,202012,18,"39,000",14,1992,초안산로1길 18,, ,-,-
서울특별시 노원구 월계동,556,556,0,주공2,58.65,202012,22,"44,000",9,1992,초안산로1길 18,, ,-,-
서울특별시 노원구 월계동,556,556,0,주공2,44.52,202012,22,"37,500",11,1992,초안산로1길 18,, ,-,-
서울특별시 노원구 월계동,556,556,0,주공2,38.64,202012,28,"29,000",1,1992,초안산로1길 18,, ,-,-
서울특별시 노원구 월계동,780,780,0,청백3,49.77,202012,1,"36,300",9,1998,월계로45가길 89,, ,-,-
서울특별시 노원구 월계동,780,780,0,청백3,39.84,202012,8,"26,500",4,1998,월계로45가길 89,, ,-,-
서울특별시 노원구 월계동,780,780,0,청백3,39.84,202012,19,"25,500",1,1998,월계로45가길 89,, ,-,-
서울특별시 노원구 월계동,781,781,0,청백4,59.4,202012,14,"44,700",10,1998,월계로45가길 94,, ,-,-
서울특별시 노원구 월계동,781,781,0,청백4,59.4,202012,21,"44,700",14,1998,월계로45가길 94,, ,-,-
서울특별시 노원구 월계동,924,924,0,초안2,59.85,202012,3,"36,000",12,1997,우이천로 102,, ,-,-
서울특별시 노원구 월계동,924,924,0,초안2,59.85,202012,8,"42,700",13,1997,우이천로 102,, ,-,-
서울특별시 노원구 월계동,924,924,0,초안2,59.85,202012,8,"44,600",8,1997,우이천로 102,, ,-,-
서울특별시 노원구 월계동,924,924,0,초안2,59.85,202012,27,"42,500",11,1997,우이천로 102,, ,-,-
서울특별시 노원구 월계동,945,945,0,초안산쌍용스윗닷홈,84.69,202012,22,"64,000",2,2006,덕릉로60길 222,, ,-,-
서울특별시 노원구 월계동,926,926,0,한일1,59.953,202012,21,"58,800",1,1999,석계로15길 25,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,84.97,202012,1,"84,500",2,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,84.97,202012,2,"91,000",18,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,202012,2,"75,900",11,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,84.97,202012,3,"89,900",17,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,84.97,202012,3,"89,000",15,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,84.97,202012,4,"86,000",2,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,202012,5,"76,200",17,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,84.97,202012,5,"93,900",10,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,202012,5,"74,000",6,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,202012,8,"75,200",14,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,202012,8,"72,000",11,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,202012,18,"73,500",13,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,202012,19,"77,000",18,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,202012,19,"75,000",23,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,202012,19,"72,500",4,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,202012,19,"69,000",1,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,202012,19,"74,000",5,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,84.97,202012,23,"95,500",13,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,84.97,202012,23,"95,700",21,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,202012,24,"72,500",2,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,202012,28,"75,400",12,2002,마들로 31,, ,-,-
서울특별시 노원구 월계동,929,929,0,현대,84.98,202012,1,"83,000",23,2000,석계로 49,, ,-,-
서울특별시 노원구 월계동,929,929,0,현대,59.95,202012,3,"67,000",11,2000,석계로 49,, ,-,-
서울특별시 노원구 월계동,929,929,0,현대,59.95,202012,5,"67,300",20,2000,석계로 49,, ,-,-
서울특별시 노원구 월계동,929,929,0,현대,59.95,202012,9,"69,500",13,2000,석계로 49,, ,-,-
서울특별시 노원구 월계동,929,929,0,현대,59.95,202012,10,"67,000",14,2000,석계로 49,, ,-,-
서울특별시 노원구 월계동,929,929,0,현대,84.98,202012,10,"80,000",3,2000,석계로 49,, ,-,-
서울특별시 노원구 월계동,929,929,0,현대,59.95,202012,12,"67,700",26,2000,석계로 49,, ,-,-
서울특별시 노원구 월계동,929,929,0,현대,59.95,202012,24,"70,500",19,2000,석계로 49,, ,-,-
서울특별시 노원구 월계동,929,929,0,현대,59.95,202012,26,"68,000",22,2000,석계로 49,, ,-,-
서울특별시 노원구 월계동,929,929,0,현대,84.98,202012,26,"83,000",15,2000,석계로 49,, ,-,-
서울특별시 노원구 월계동,929,929,0,현대,59.95,202012,31,"70,000",14,2000,석계로 49,, ,-,-
서울특별시 노원구 중계동,515-2,515,2,건영2,75.02,202012,3,"68,000",5,1991,덕릉로 517,, ,-,-
서울특별시 노원구 중계동,515-2,515,2,건영2,75.02,202012,5,"74,000",7,1991,덕릉로 517,, ,-,-
서울특별시 노원구 중계동,360-15,360,15,건영3,84.9,202012,1,"120,000",12,1995,노원로22길 71,, ,-,-
서울특별시 노원구 중계동,360-15,360,15,건영3,84.9,202012,1,"106,000",15,1995,노원로22길 71,, ,-,-
