서울특별시 강동구 길동,53,53,0,삼익파크맨션,79.57,202001,7,"58,000",9,1982,명일로 293,, ,-,-
서울특별시 강동구 길동,53,53,0,삼익파크맨션,56.16,202001,10,"60,000",6,1982,명일로 293,, ,-,-
서울특별시 강동구 길동,53,53,0,삼익파크맨션,79.57,202001,11,"75,000",12,1982,명일로 293,, ,-,-
서울특별시 강동구 길동,53,53,0,삼익파크맨션,72.89,202001,27,"74,500",10,1982,명일로 293,, ,-,-
서울특별시 강동구 길동,53,53,0,삼익파크맨션,59.65,202001,31,"65,000",5,1982,명일로 293,, ,-,-
서울특별시 강동구 길동,160,160,0,신동아,102.78,202001,4,"85,000",6,1983,천중로 264,, ,-,-
서울특별시 강동구 길동,160,160,0,신동아,102.8,202001,13,"90,000",9,1983,천중로 264,, ,-,-
서울특별시 강동구 길동,160,160,0,신동아,73.04,202001,16,"70,000",1,1983,천중로 264,, ,-,-
서울특별시 강동구 길동,92,92,0,신동아4,81.5,202001,29,"56,500",10,1999,명일로 260,, ,-,-
서울특별시 강동구 길동,358-1,358,1,에스엠이로빌,83.93,202001,16,"44,000",4,2004,천중로48길 27,, ,-,-
서울특별시 강동구 길동,384-5,384,5,에이치비골드빌(103동),57.31,202001,4,"39,000",9,2004,성안로 170,, ,-,-
서울특별시 강동구 길동,384-5,384,5,에이치비골드빌(103동),74.51,202001,14,"51,000",5,2004,성안로 170,, ,-,-
서울특별시 강동구 길동,384-5,384,5,에이치비골드빌(103동),62.39,202001,21,"40,800",10,2004,성안로 170,, ,-,-
서울특별시 강동구 길동,384-5,384,5,에이치비골드빌(103동),83.11,202001,29,"54,000",14,2004,성안로 170,, ,-,-
서울특별시 강동구 길동,320-9,320,9,웅주아크로파크,84.44,202001,13,"41,000",3,2006,양재대로122가길 51,, ,-,-
서울특별시 강동구 길동,385-4,385,4,이스트드림힐,80.17,202001,4,"49,500",12,2003,양재대로111길 54,, ,-,-
서울특별시 강동구 길동,477,477,0,이편한세상강동에코포레,59.99,202001,31,"95,000",7,2020,천중로 253,, ,-,-
서울특별시 강동구 길동,323-1,323,1,주풍그린빌,139.61,202001,20,"57,000",3,1996,천중로49길 76,, ,-,-
서울특별시 강동구 길동,457,457,0,청광플러스원큐브2차,14.495,202001,8,"10,680",18,2013,천호대로175길 10,, ,-,-
서울특별시 강동구 길동,457,457,0,청광플러스원큐브2차,14.495,202001,10,"12,000",17,2013,천호대로175길 10,, ,-,-
서울특별시 강동구 길동,415-16,415,16,청광플러스원큐브3차,13.265,202001,17,"11,000",11,2014,진황도로 87,, ,-,-
서울특별시 강동구 길동,415-16,415,16,청광플러스원큐브3차,13.265,202001,30,"12,000",13,2014,진황도로 87,, ,-,-
서울특별시 강동구 길동,103-5,103,5,청원파크빌3,75.1,202001,30,"41,000",1,2006,천중로56길 41,, ,-,-
서울특별시 강동구 길동,384-1,384,1,한빛골드빌1차,72.41,202001,29,"47,700",4,2001,성안로 176,, ,-,-
서울특별시 강동구 길동,332,332,0,한전우성1,81.54,202001,2,"58,800",2,1989,천중로49길 58,, ,-,-
서울특별시 강동구 길동,332,332,0,한전우성1,81.54,202001,9,"70,000",6,1989,천중로49길 58,, ,-,-
서울특별시 강동구 길동,472,472,0,희훈리치파크1,84.05,202001,6,"49,300",3,2002,천중로44길 40,, ,-,-
서울특별시 강동구 둔촌동,67,67,0,KNP주상복합1,84.54,202001,7,"43,000",7,2002,진황도로 145,, ,-,-
서울특별시 강동구 둔촌동,518-2,518,2,광남아파트101동,84.63,202001,18,"54,500",4,2004,풍성로61길 10,, ,-,-
서울특별시 강동구 둔촌동,Dec-61,61,12,동호리츠빌,66.1,202001,11,"45,800",9,2004,천호대로188길 26,, ,-,-
서울특별시 강동구 둔촌동,Apr-65,65,4,둔촌늘푸른,66.68,202001,20,"33,750",3,2009,명일로13길 38,, ,-,-
서울특별시 강동구 둔촌동,630,630,0,둔촌푸르지오,84.9,202001,4,"109,000",12,2010,명일로 172,, ,-,-
서울특별시 강동구 둔촌동,630,630,0,둔촌푸르지오,59.98,202001,11,"89,400",20,2010,명일로 172,, ,-,-
서울특별시 강동구 둔촌동,545,545,0,둔촌하이츠,59.79,202001,7,"67,000",17,1998,명일로 113,, ,-,-
서울특별시 강동구 둔촌동,545,545,0,둔촌하이츠,84.54,202001,11,"85,000",5,1998,명일로 113,, ,-,-
서울특별시 강동구 둔촌동,426,426,0,세양청마루,102.45,202001,31,"63,000",4,2005,천호대로 1162,, ,-,-
서울특별시 강동구 둔촌동,555,555,0,신동아파밀리에,66.96,202001,31,"82,000",23,2002,양재대로96길 79,, ,-,-
서울특별시 강동구 둔촌동,546,546,0,신성둔촌미소지움1,84.86,202001,14,"91,000",15,1998,명일로 102,, ,-,-
서울특별시 강동구 둔촌동,546,546,0,신성둔촌미소지움1,59.78,202001,17,"70,500",14,1998,명일로 102,, ,-,-
서울특별시 강동구 둔촌동,546,546,0,신성둔촌미소지움1,59.78,202001,18,"72,000",15,1998,명일로 102,, ,-,-
서울특별시 강동구 둔촌동,546,546,0,신성둔촌미소지움1,59.78,202001,20,"70,800",19,1998,명일로 102,, ,-,-
서울특별시 강동구 둔촌동,134-10,134,10,신성둔촌미소지움2,59.88,202001,21,"72,000",22,2000,진황도로 212,, ,-,-
서울특별시 강동구 둔촌동,134-10,134,10,신성둔촌미소지움2,84.78,202001,30,"90,000",13,2000,진황도로 212,, ,-,-
서울특별시 강동구 둔촌동,556,556,0,암펠로스타워,121.39,202001,16,"86,000",7,2006,명일로 110,, ,-,-
서울특별시 강동구 둔촌동,511-2,511,2,케이엔피로얄,84.03,202001,7,"53,250",4,2004,풍성로63길 4,, ,-,-
서울특별시 강동구 둔촌동,603,603,0,프라자,83.4,202001,12,"82,000",9,1984,천호대로 1240,, ,-,-
서울특별시 강동구 둔촌동,603,603,0,프라자,83.4,202001,12,"80,000",8,1984,천호대로 1240,, ,-,-
서울특별시 강동구 둔촌동,603,603,0,프라자,109.07,202001,23,"88,000",3,1984,천호대로 1240,, ,-,-
서울특별시 강동구 둔촌동,May-70,70,5,현대2,79.79,202001,13,"85,000",10,1988,풍성로65길 34,, ,-,-
서울특별시 강동구 둔촌동,135-1,135,1,현대3,79.99,202001,9,"70,000",6,1988,진황도로 211,, ,-,-
서울특별시 강동구 둔촌동,135-1,135,1,현대3,79.99,202001,13,"70,000",4,1988,진황도로 211,, ,-,-
서울특별시 강동구 둔촌동,135-1,135,1,현대3,79.99,202001,27,"75,000",10,1988,진황도로 211,, ,-,-
서울특별시 강동구 둔촌동,89,89,0,현대4,84.94,202001,20,"82,500",3,1996,진황도로61길 7,, ,-,-
서울특별시 강동구 명일동,41,41,0,고덕삼환아파트,84.644,202001,8,"85,000",2,1987,고덕로62길 126,, ,-,-
서울특별시 강동구 명일동,257,257,0,고덕주공9,83.93,202001,4,"100,000",14,1985,상암로 251,, ,-,-
서울특별시 강동구 명일동,257,257,0,고덕주공9,83.93,202001,20,"102,000",14,1985,상암로 251,, ,-,-
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,59.11,202001,11,"113,000",14,2019,양재대로 1650,, ,-,-
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,59.11,202001,11,"94,500",27,2019,양재대로 1650,, ,-,-
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,49.68,202001,11,"91,800",18,2019,양재대로 1650,, ,-,-
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,78.84,202001,17,"115,000",14,2019,양재대로 1650,, ,-,-
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,78.84,202001,18,"135,000",12,2019,양재대로 1650,, ,-,-
서울특별시 강동구 명일동,332,332,0,명일지에스아파트,84.9,202001,3,"77,000",14,1999,상암로51길 61,, ,-,-
서울특별시 강동구 명일동,332,332,0,명일지에스아파트,59.79,202001,15,"60,000",8,1999,상암로51길 54,, ,-,-
서울특별시 강동구 명일동,332,332,0,명일지에스아파트,59.79,202001,17,"60,300",8,1999,상암로51길 61,, ,-,-
서울특별시 강동구 명일동,270,270,0,삼익가든,117.76,202001,28,"127,000",3,1984,상암로 225,, ,-,-
서울특별시 강동구 명일동,270,270,0,삼익가든,82.45,202001,30,"101,700",4,1984,상암로 224,, ,-,-
서울특별시 강동구 명일동,15,15,0,삼익그린2차,84.755,202001,10,"118,500",4,1983,고덕로 210,, ,-,-
서울특별시 강동구 명일동,15,15,0,삼익그린2차,107.56,202001,14,"140,000",10,1983,고덕로 210,, ,-,-
서울특별시 강동구 명일동,15,15,0,삼익그린2차,84.755,202001,15,"115,000",14,1983,고덕로 210,, ,-,-
서울특별시 강동구 명일동,15,15,0,삼익그린2차,66.87,202001,15,"98,000",3,1983,고덕로 210,, ,-,-
서울특별시 강동구 명일동,15,15,0,삼익그린2차,66.87,202001,18,"101,000",14,1983,고덕로 210,, ,-,-
서울특별시 강동구 명일동,15,15,0,삼익그린2차,84.755,202001,18,"111,500",2,1983,고덕로 210,, ,-,-
서울특별시 강동구 명일동,44,44,0,신동아,127.33,202001,6,"144,000",14,1986,고덕로 240,, ,-,-
서울특별시 강동구 명일동,44,44,0,신동아,81.07,202001,23,"110,000",6,1986,고덕로 240,, ,-,-
서울특별시 강동구 명일동,312-257,312,257,우성102동,84.97,202001,11,"59,400",5,2004,고덕로38길 34-8,, ,-,-
서울특별시 강동구 명일동,312-257,312,257,우성102동,84.97,202001,30,"55,000",2,2004,고덕로38길 34-8,, ,-,-
서울특별시 강동구 명일동,54,54,0,한양,84.92,202001,16,"109,000",13,1986,동남로71길 19,, ,-,-
서울특별시 강동구 명일동,354,354,0,형인허브빌,84.43,202001,13,"60,000",11,2002,상암로49길 13,, ,-,-
서울특별시 강동구 상일동,490,490,0,고덕리엔파크3단지,84.96,202001,10,"89,900",8,2011,상일로 74,, ,-,-
서울특별시 강동구 상일동,490,490,0,고덕리엔파크3단지,59.72,202001,20,"71,800",4,2011,상일로 74,, ,-,-
서울특별시 강동구 상일동,490,490,0,고덕리엔파크3단지,84.96,202001,22,"91,000",14,2011,상일로 74,, ,-,-
서울특별시 강동구 상일동,490,490,0,고덕리엔파크3단지,84.98,202001,31,"87,000",3,2011,상일로 74,, ,-,-
서울특별시 강동구 상일동,515,515,0,고덕숲아이파크,59.93,202001,21,"104,000",5,2018,고덕로80길 134,, ,-,-
서울특별시 강동구 상일동,519,519,0,고덕아르테온,59.98,202001,3,"81,000",6,2020,고덕로 360,, ,-,-
서울특별시 강동구 상일동,473,473,0,동아,84.94,202001,8,"52,000",7,1997,상암로81길 7,, ,-,-
서울특별시 강동구 상일동,473,473,0,동아,59.25,202001,10,"40,000",15,1997,상암로81길 7,, ,-,-
서울특별시 강동구 상일동,473,473,0,동아,59.25,202001,16,"39,400",7,1997,상암로81길 7,, ,-,-
서울특별시 강동구 상일동,473,473,0,동아,59.25,202001,17,"39,000",19,1997,상암로81길 7,, ,-,-
서울특별시 강동구 상일동,473,473,0,동아,59.25,202001,18,"40,000",16,1997,상암로81길 7,, ,-,-
서울특별시 강동구 상일동,473,473,0,동아,84.94,202001,31,"56,000",9,1997,상암로81길 7,, ,-,-
서울특별시 강동구 상일동,476,476,0,중앙하이츠,84.23,202001,16,"76,000",3,1992,구천면로 557,, ,-,-
서울특별시 강동구 상일동,476,476,0,중앙하이츠,59.94,202001,17,"69,000",4,1992,구천면로 557,, ,-,-
서울특별시 강동구 성내동,244-12,244,12,LIGA,84.91,202001,23,"64,000",13,2008,천호대로 1120,, ,-,-
서울특별시 강동구 성내동,443-26,443,26,광남캐스빌(443-26),63.22,202001,11,"42,000",2,2009,양재대로91가길 98,, ,-,-
서울특별시 강동구 성내동,604,604,0,금광포란재,84.99,202001,4,"67,300",9,2007,천호옛14길 28-39,, ,-,-
서울특별시 강동구 성내동,434-13,434,13,다성이즈빌아파트,53.72,202001,14,"48,900",8,2016,성내로 91,, ,-,-
서울특별시 강동구 성내동,434-13,434,13,다성이즈빌아파트,53.72,202001,31,"48,000",5,2016,성내로 91,, ,-,-
서울특별시 강동구 성내동,457-4,457,4,동원,84.66,202001,17,"67,800",9,2002,성내로6나길 27,, ,-,-
서울특별시 강동구 성내동,457-4,457,4,동원,84.66,202001,30,"68,500",10,2002,성내로6나길 27,, ,-,-
서울특별시 강동구 성내동,456-8,456,8,동원2,84.83,202001,22,"68,500",13,2002,성내로6가길 29,, ,-,-
서울특별시 강동구 성내동,419-1,419,1,둔촌역청구,84.98,202001,20,"80,500",10,1999,풍성로 196,, ,-,-
서울특별시 강동구 성내동,419-1,419,1,둔촌역청구,84.98,202001,29,"81,000",11,1999,풍성로 196,, ,-,-
서울특별시 강동구 성내동,565,565,0,선광,51.83,202001,18,"41,000",6,1997,성내로14길 18,, ,-,-
서울특별시 강동구 성내동,565,565,0,선광,84.98,202001,28,"63,000",9,1997,성내로14길 18,, ,-,-
서울특별시 강동구 성내동,600,600,0,성내3차e-편한세상,84.23,202001,11,"62,750",1,2004,천호대로162길 35,, ,-,-
서울특별시 강동구 성내동,590,590,0,성내동삼성아파트,59.88,202001,2,"69,900",11,1999,풍성로 127,, ,-,-
서울특별시 강동구 성내동,590,590,0,성내동삼성아파트,59.88,202001,4,"67,000",7,1999,풍성로 127,, ,-,-
서울특별시 강동구 성내동,549-5,549,5,성내스테이,52.57,202001,8,"59,400",11,2018,성내로 54,, ,-,-
서울특별시 강동구 성내동,549-5,549,5,성내스테이,52.57,202001,9,"55,000",7,2018,성내로 54,, ,-,-
서울특별시 강동구 성내동,549-5,549,5,성내스테이,52.57,202001,31,"52,000",6,2018,성내로 54,, ,-,-
서울특별시 강동구 성내동,410-15,410,15,성내웰빙시티,59.63,202001,31,"49,500",3,2018,풍성로51길 8,, ,-,-
서울특별시 강동구 성내동,295,295,0,성안마을청구,59.93,202001,11,"62,000",16,2002,풍성로 114-1,, ,-,-
서울특별시 강동구 성내동,295,295,0,성안마을청구,59.93,202001,15,"54,000",9,2002,풍성로 114-1,, ,-,-
서울특별시 강동구 성내동,438-6,438,6,센츄럴(438-6),54.6,202001,16,"29,900",4,2000,양재대로91가길 70,, ,-,-
서울특별시 강동구 성내동,194,194,0,에스케이허브진,33.71,202001,4,"27,900",7,2004,천호대로 1092,, ,-,-
서울특별시 강동구 성내동,194,194,0,에스케이허브진,33.71,202001,7,"28,500",10,2004,천호대로 1092,, ,-,-
서울특별시 강동구 성내동,194,194,0,에스케이허브진,33.71,202001,9,"28,400",12,2004,천호대로 1092,, ,-,-
서울특별시 강동구 성내동,194,194,0,에스케이허브진,47.36,202001,11,"47,000",3,2004,천호대로 1092,, ,-,-
서울특별시 강동구 성내동,194,194,0,에스케이허브진,47.36,202001,18,"52,800",11,2004,천호대로 1092,, ,-,-
서울특별시 강동구 성내동,593,593,0,영풍마드레빌,80.31,202001,7,"74,000",11,2002,성내로6다길 15,, ,-,-
서울특별시 강동구 성내동,593,593,0,영풍마드레빌,80.31,202001,7,"74,000",14,2002,성내로6다길 15,, ,-,-
서울특별시 강동구 성내동,440-27,440,27,오륜아크로빌,32.94,202001,26,"31,000",2,2019,강동대로55길 36,, ,-,-
서울특별시 강동구 성내동,606,606,0,올림픽파크한양수자인,59.55,202001,17,"91,000",15,2016,성내로 80,, ,-,-
서울특별시 강동구 성내동,446-17,446,17,올림픽파크힐,84.52,202001,23,"52,000",4,2005,성안로 18,, ,-,-
서울특별시 강동구 성내동,599,599,0,우림루미아트,84.5,202001,5,"59,000",8,2004,양재대로101길 46,, ,-,-
서울특별시 강동구 성내동,599,599,0,우림루미아트,84.5,202001,22,"60,500",7,2004,양재대로101길 46,, ,-,-
서울특별시 강동구 성내동,25-1,25,1,이안강동,84.99,202001,22,"57,000",5,2006,천호대로162길 34,, ,-,-
서울특별시 강동구 성내동,434-4,434,4,중명,52.24,202001,29,"35,000",6,1999,강동대로51길 75,, ,-,-
서울특별시 강동구 성내동,410-2,410,2,중앙하이츠,84.95,202001,4,"61,000",7,2001,양재대로95길 53,, ,-,-
서울특별시 강동구 성내동,545-8,545,8,집앤사비키아파트,64.76,202001,3,"65,500",11,2019,성내로 79,, ,-,-
서울특별시 강동구 성내동,545-8,545,8,집앤사비키아파트,73.25,202001,4,"73,500",10,2019,성내로 79,, ,-,-
서울특별시 강동구 성내동,545-8,545,8,집앤사비키아파트,71.25,202001,9,"73,000",9,2019,성내로 79,, ,-,-
서울특별시 강동구 성내동,545-8,545,8,집앤사비키아파트,73.25,202001,14,"73,500",10,2019,성내로 79,, ,-,-
서울특별시 강동구 성내동,545-8,545,8,집앤사비키아파트,72.06,202001,16,"72,500",8,2019,성내로 79,, ,-,-
서울특별시 강동구 성내동,545-8,545,8,집앤사비키아파트,48.2,202001,17,"56,000",11,2019,성내로 79,, ,-,-
서울특별시 강동구 성내동,196-8,196,8,코오롱(1차),59.96,202001,11,"64,500",8,1999,천호대로168길 25,, ,-,-
서울특별시 강동구 성내동,196-8,196,8,코오롱(1차),84.69,202001,14,"77,000",14,1999,천호대로168길 25,, ,-,-
서울특별시 강동구 성내동,605,605,0,파라디아,84.92,202001,6,"87,000",11,2010,천호옛길 30,, ,-,-
서울특별시 강동구 성내동,448-14,448,14,하나플러스,59.86,202001,13,"58,000",9,2003,강동대로51길 12,, ,-,-
서울특별시 강동구 성내동,594,594,0,한솔브리즈,107.86,202001,11,"64,400",1,2002,양재대로81길 90,, ,-,-
서울특별시 강동구 성내동,420-2,420,2,한솔애리즈3차,81.48,202001,8,"50,000",6,2003,성안로 66,, ,-,-
서울특별시 강동구 성내동,405-9,405,9,한솔파로스,84.74,202001,14,"54,000",2,2010,양재대로95길 60,, ,-,-
서울특별시 강동구 성내동,387-48,387,48,해가든,84.81,202001,8,"52,500",6,2004,양재대로101길 5,, ,-,-
서울특별시 강동구 성내동,468-6,468,6,현대코럴,226.62,202001,2,"143,500",11,1999,강동대로 177,, ,-,-
서울특별시 강동구 암사동,461,461,0,대원,59.9,202001,4,"41,500",11,1998,고덕로 52,, ,-,-
