서울특별시 강서구 가양동,1461,1461,0,가양2단지(성지),39.6,201901,13,"36,500",1,1992,허준로 47,, ,-,-
서울특별시 강서구 가양동,1485,1485,0,가양6단지,49.5,201901,12,"54,500",14,1992,허준로 175,, ,-,-
서울특별시 강서구 가양동,1485,1485,0,가양6단지,49.5,201901,19,"52,500",10,1992,허준로 175,, ,-,-
서울특별시 강서구 가양동,1485,1485,0,가양6단지,49.5,201901,31,"50,500",3,1992,허준로 175,, ,-,-
서울특별시 강서구 가양동,1475,1475,0,강변,39.6,201901,12,"40,000",3,1992,허준로 139,, ,-,-
서울특별시 강서구 가양동,1500,1500,0,강서한강자이,59.9382,201901,12,"78,000",20,2013,양천로55길 55,, ,-,-
서울특별시 강서구 가양동,1500,1500,0,강서한강자이,124.4246,201901,30,"102,000",16,2013,양천로55길 55,, ,-,-
서울특별시 강서구 내발산동,749,749,0,마곡수명산파크5단지,59.87,201901,28,"64,000",12,2008,수명로2길 105,, ,-,-
서울특별시 강서구 내발산동,759,759,0,마곡수명산파크6단지,84.68,201901,30,"72,000",9,2007,수명로2길 63,, ,-,-
서울특별시 강서구 내발산동,734,734,0,우장산월드메르디앙,84.4476,201901,14,"65,900",5,2005,우장산로 8,, ,-,-
서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,59.98,201901,10,"85,000",16,2005,강서로 348,, ,-,-
서울특별시 강서구 내발산동,657,657,0,우장산힐스테이트,101.87,201901,18,"105,000",7,2005,강서로 348,, ,-,-
서울특별시 강서구 내발산동,673-14,673,14,청솔102동,106.38,201901,19,"50,000",10,1997,우장산로8길 29,, ,-,-
서울특별시 강서구 등촌동,631-9,631,9,대동황토방,84.95,201901,29,"61,800",14,2000,공항대로59길 103,, ,-,-
서울특별시 강서구 등촌동,365-195,365,195,두보아파트,59.49,201901,6,"29,000",6,1991,등촌로51길 128,, ,-,-
서울특별시 강서구 등촌동,687,687,0,"등촌1,2단지주공아파트",41.85,201901,9,"42,900",6,1994,강서로68길 36,, ,-,-
서울특별시 강서구 등촌동,653-13,653,13,우당,84.86,201901,16,"39,500",5,1997,공항대로 461-45,, ,-,-
서울특별시 강서구 등촌동,642,642,0,제일(코오롱),59.95,201901,8,"50,000",19,1999,화곡로66길 90,, ,-,-
서울특별시 강서구 등촌동,688,688,0,주공3,37.67,201901,26,"44,500",9,1995,강서로56나길 37,, ,-,-
서울특별시 강서구 등촌동,688,688,0,주공3,58.14,201901,28,"63,000",12,1995,강서로56나길 37,, ,-,-
서울특별시 강서구 등촌동,714,714,0,코오롱하늘채,84.96,201901,29,"58,300",2,2003,공항대로55길 19,, ,-,-
서울특별시 강서구 마곡동,747,747,0,마곡엠밸리10단지,84.89,201901,22,"95,000",14,2016,마곡중앙1로 72,, ,-,-
서울특별시 강서구 마곡동,743,743,0,마곡엠밸리6단지,84.88,201901,14,"104,800",14,2014,마곡서1로 100,, ,-,-
서울특별시 강서구 마곡동,741,741,0,마곡엠밸리8단지,84.89,201901,14,"90,000",7,2016,마곡서1로 81,, ,-,-
서울특별시 강서구 마곡동,750,750,0,마곡엠벨리(14단지),84.88,201901,30,"90,000",4,2014,마곡중앙로 33,, ,-,-
서울특별시 강서구 마곡동,751,751,0,마곡엠벨리(15단지),84.5,201901,22,"89,800",5,2014,마곡중앙로 36,, ,-,-
서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),14.1,201901,12,"9,500",4,2013,개화동로27가길 33,, ,-,-
서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),14.1,201901,16,"9,450",4,2013,개화동로27가길 33,, ,-,-
서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),14.5,201901,26,"10,000",4,2013,개화동로27가길 33,, ,-,-
서울특별시 강서구 방화동,887,887,0,개화산경남아너스빌,67.06,201901,24,"41,800",1,2007,양천로14가길 23,, ,-,-
서울특별시 강서구 방화동,852,852,0,마곡중앙하이츠아파트,51.03,201901,1,"40,500",9,1994,양천로6길 28,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,39.6,201901,3,"37,200",12,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,33.18,201901,26,"31,000",4,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,875,875,0,방화동동부센트레빌(875번지),114.99,201901,26,"74,000",6,2003,방화대로45길 32,, ,-,-
서울특별시 강서구 방화동,903,903,0,신세계아파트,64.46,201901,30,"35,300",3,2018,양천로10길 37,, ,-,-
서울특별시 강서구 방화동,841,841,0,장미,59.04,201901,9,"50,000",9,1994,양천로 125,, ,-,-
서울특별시 강서구 방화동,168-114,168,114,한림리첸빌102동,84.42,201901,15,"43,000",4,2005,양천로 132,, ,-,-
서울특별시 강서구 방화동,547-11,547,11,한오,47.06,201901,26,"20,000",6,1988,양천로14길 86-5,, ,-,-
서울특별시 강서구 방화동,547-11,547,11,한오,47.06,201901,30,"21,000",1,1988,양천로14길 86-5,, ,-,-
서울특별시 강서구 염창동,240-32,240,32,금호타운,84.84,201901,29,"68,000",4,1999,양천로 595,, ,-,-
서울특별시 강서구 염창동,292,292,0,동아,59.97,201901,30,"51,000",8,1998,양천로69길 58,, ,-,-
서울특별시 강서구 염창동,258-1,258,1,동아3,59.7,201901,12,"59,000",17,1999,양천로 731,, ,-,-
서울특별시 강서구 염창동,271-5,271,5,염창2차보람,82.53,201901,22,"49,950",2,2006,공항대로61길 48-22,, ,-,-
서울특별시 강서구 염창동,242-8,242,8,염창동예성그린캐슬,84.92,201901,25,"52,000",6,2005,양천로65길 46,, ,-,-
서울특별시 강서구 염창동,288,288,0,현대1,84.34,201901,4,"57,400",6,1994,양천로75길 57,, ,-,-
서울특별시 강서구 염창동,288,288,0,현대1,84.34,201901,16,"56,000",13,1994,양천로75길 57,, ,-,-
서울특별시 강서구 화곡동,1071-19,1071,19,강서뉴타워,78.93,201901,2,"43,000",8,2013,화곡로18길 24,, ,-,-
서울특별시 강서구 화곡동,1071-19,1071,19,강서뉴타워,84.03,201901,3,"41,000",5,2013,화곡로18길 24,, ,-,-
서울특별시 강서구 화곡동,1071-19,1071,19,강서뉴타워,82.88,201901,10,"41,500",3,2013,화곡로18길 24,, ,-,-
서울특별시 강서구 화곡동,1071-19,1071,19,강서뉴타워,78.93,201901,25,"43,000",10,2013,화곡로18길 24,, ,-,-
서울특별시 강서구 화곡동,1071-19,1071,19,강서뉴타워,83.13,201901,30,"40,000",7,2013,화곡로18길 24,, ,-,-
서울특별시 강서구 화곡동,1161,1161,0,강서동도센트리움,14.677,201901,12,"10,000",5,2012,공항대로46길 28,, ,-,-
서울특별시 강서구 화곡동,1161,1161,0,강서동도센트리움,14.677,201901,25,"10,100",4,2012,공항대로46길 28,, ,-,-
서울특별시 강서구 화곡동,1161,1161,0,강서동도센트리움,14.677,201901,25,"10,100",4,2012,공항대로46길 28,, ,-,-
서울특별시 강서구 화곡동,1161,1161,0,강서동도센트리움,14.677,201901,31,"10,100",7,2012,공항대로46길 28,, ,-,-
서울특별시 강서구 화곡동,1165,1165,0,강서힐스테이트,128.81,201901,12,"107,500",18,2015,우현로 67,, ,-,-
서울특별시 강서구 화곡동,350-34,350,34,계명(350-34),70.94,201901,21,"24,000",1,2000,강서로17가길 14,, ,-,-
서울특별시 강서구 화곡동,343-45,343,45,계명아파트다동,56.88,201901,2,"25,700",5,2002,강서로 43-18,, ,-,-
서울특별시 강서구 화곡동,920-15,920,15,남광아파트,32.07,201901,3,"21,000",7,2017,곰달래로18길 3,, ,-,-
서울특별시 강서구 화곡동,915-39,915,39,드림시드아파트,46.03,201901,9,"34,000",8,2018,곰달래로20길 31-7,, ,-,-
서울특별시 강서구 화곡동,1087,1087,0,보람쉬움1,44.91,201901,8,"25,500",11,2003,화곡로14길 19,, ,-,-
서울특별시 강서구 화곡동,913-1,913,1,삼도,70.84,201901,17,"25,800",9,1999,곰달래로20길 31-10,, ,-,-
서울특별시 강서구 화곡동,854-1,854,1,삼성,140.68,201901,24,"33,500",8,1997,국회대로7길 101,, ,-,-
서울특별시 강서구 화곡동,1101-8,1101,8,올림푸스,65,201901,11,"40,000",7,2007,화곡로59길 59,, ,-,-
서울특별시 강서구 화곡동,922-17,922,17,우공아파트,26.36,201901,22,"18,800",5,2018,월정로20길 42,, ,-,-
서울특별시 강서구 화곡동,922-17,922,17,우공아파트,26.36,201901,22,"18,800",5,2018,월정로20길 42,, ,-,-
서울특별시 강서구 화곡동,922-17,922,17,우공아파트,26.36,201901,22,"18,800",4,2018,월정로20길 42,, ,-,-
서울특별시 강서구 화곡동,1159,1159,0,"우장산아이파크,이편한세상",114.98,201901,13,"99,000",5,2008,강서로 266,, ,-,-
서울특별시 강서구 화곡동,992-10,992,10,우장산청솔(992-10),84.88,201901,13,"40,300",7,2004,화곡로53길 75,, ,-,-
서울특별시 강서구 화곡동,1087-5,1087,5,원흥타운,83.7,201901,8,"27,500",10,1996,화곡로18길 30-11,, ,-,-
서울특별시 강서구 화곡동,919-1,919,1,유림노르웨이숲(919-1),76.23,201901,7,"32,000",2,2004,곰달래로 96,, ,-,-
서울특별시 강서구 화곡동,914-3,914,3,일성스카이빌,114.23,201901,25,"37,000",7,2001,강서로5나길 50,, ,-,-
서울특별시 강서구 화곡동,351-89,351,89,중앙화곡하이츠,56.88,201901,19,"25,400",10,1988,강서로17가길 46,, ,-,-
서울특별시 강서구 화곡동,351-89,351,89,중앙화곡하이츠,56.88,201901,26,"24,000",2,1988,강서로17가길 46,, ,-,-
서울특별시 강서구 화곡동,925-26,925,26,트리움팰리스,21.7,201901,16,"11,500",10,2013,월정로20길 62-7,, ,-,-
서울특별시 강서구 화곡동,926-5,926,5,한양아이클래스,13.79,201901,19,"9,500",7,2013,강서로7길 107,, ,-,-
서울특별시 강서구 화곡동,899-8,899,8,한울아파트,29.1,201901,13,"24,900",7,2018,강서로7길 18,, ,-,-
서울특별시 강서구 화곡동,899-8,899,8,한울아파트,26.24,201901,18,"22,800",9,2018,강서로7길 18,, ,-,-
서울특별시 강서구 화곡동,899-8,899,8,한울아파트,28.82,201901,20,"24,200",11,2018,강서로7길 18,, ,-,-
서울특별시 강서구 화곡동,899-8,899,8,한울아파트,26.24,201901,21,"23,400",10,2018,강서로7길 18,, ,-,-
서울특별시 관악구 봉천동,463-1,463,1,WS타워,19.63,201901,17,"16,500",10,2013,은천로 110,, ,-,-
서울특별시 관악구 봉천동,463-1,463,1,WS타워,25.12,201901,22,"21,300",9,2013,은천로 110,, ,-,-
서울특별시 관악구 봉천동,1712,1712,0,관악드림(삼성),84.96,201901,26,"65,000",3,2003,성현로 80,, ,-,-
서울특별시 관악구 봉천동,875-1,875,1,관악캠퍼스타워,35.76,201901,6,"23,000",8,1998,남부순환로 1802,, ,-,-
서울특별시 관악구 봉천동,1717,1717,0,관악푸르지오,59.58,201901,5,"56,500",21,2004,관악로30길 27,, ,-,-
서울특별시 관악구 봉천동,1717,1717,0,관악푸르지오,59.58,201901,8,"58,300",18,2004,관악로30길 27,, ,-,-
서울특별시 관악구 봉천동,1713,1713,0,낙성대현대홈타운,84.925,201901,7,"75,000",18,2002,솔밭로7길 16,, ,-,-
서울특별시 관악구 봉천동,916-22,916,22,늘푸른,82.04,201901,25,"51,000",3,2009,청룡8길 10,, ,-,-
서울특별시 관악구 봉천동,729-22,729,22,롯데스카이,170.11,201901,7,"59,800",33,1997,봉천로 209,, ,-,-
서울특별시 관악구 봉천동,893-12,893,12,마에스트로캠퍼스타운,14.49,201901,29,"13,450",7,2012,남부순환로 1773,, ,-,-
서울특별시 관악구 봉천동,1718,1718,0,벽산블루밍,84.99,201901,20,"64,000",12,2005,은천로 93,, ,-,-
서울특별시 관악구 봉천동,1718,1718,0,벽산블루밍,84.99,201901,23,"69,000",17,2005,은천로 93,, ,-,-
서울특별시 관악구 봉천동,1718,1718,0,벽산블루밍,84.99,201901,29,"66,000",19,2005,은천로 93,, ,-,-
서울특별시 관악구 봉천동,645-87,645,87,복권,47.61,201901,2,"17,000",5,1971,은천로5길 39,, ,-,-
서울특별시 관악구 봉천동,645-87,645,87,복권,47.61,201901,4,"17,600",3,1971,은천로5길 39,, ,-,-
서울특별시 관악구 봉천동,673-82,673,82,봉천동,67.75,201901,29,"28,000",3,2002,봉천로21길 77,, ,-,-
서울특별시 관악구 봉천동,869-6,869,6,서울대역마에스트로,12.25,201901,11,"12,400",19,2012,남부순환로218길 1,, ,-,-
서울특별시 관악구 봉천동,1560-61,1560,61,서울대입구아이원(1560-61),59.96,201901,10,"49,000",12,2006,청룡길 78,, ,-,-
서울특별시 관악구 봉천동,1560-61,1560,61,서울대입구아이원(1560-61),59.96,201901,12,"62,540",5,2006,청룡길 78,, ,-,-
서울특별시 관악구 봉천동,1729,1729,0,서희스타힐스,84.32,201901,14,"60,000",4,2015,청림3길 10,, ,-,-
서울특별시 관악구 봉천동,196-215,196,215,에이스인헌,66.38,201901,12,"40,500",6,2009,낙성대역16길 29,, ,-,-
서울특별시 관악구 봉천동,1021,1021,0,일두(1021),38.92,201901,5,"22,000",2,1985,은천로39길 56,, ,-,-
서울특별시 관악구 봉천동,1722,1722,0,제창그로힐,81.892,201901,20,"48,000",6,2005,남부순환로 1979,, ,-,-
서울특별시 관악구 봉천동,863-9,863,9,코스모블루,14.25,201901,2,"12,500",9,2012,남부순환로220길 29,, ,-,-
서울특별시 관악구 봉천동,869-3,869,3,프라비다1,14.38,201901,22,"16,350",15,2012,관악로17길 8,, ,-,-
서울특별시 관악구 봉천동,867-12,867,12,프라비다2,20.45,201901,27,"18,300",8,2013,남부순환로218길 37,, ,-,-
서울특별시 관악구 봉천동,893-1,893,1,프라비다M,30.12,201901,26,"28,700",14,2014,남부순환로 1777-7,, ,-,-
서울특별시 관악구 봉천동,1500,1500,0,해바라기,49.02,201901,22,"38,000",1,1978,보라매로6길 33,, ,-,-
서울특별시 관악구 봉천동,729-32,729,32,해태보라매타워,84.33,201901,10,"51,000",10,1996,보라매로3길 29,, ,-,-
서울특별시 관악구 봉천동,1000,1000,0,현대(관악),68.8,201901,24,"51,800",4,1992,관악로40길 60,, ,-,-
서울특별시 관악구 신림동,1703-1,1703,1,LIG대학마을(건영아파트3차),69.17,201901,11,"42,000",10,1996,신림로3길 40,, ,-,-
서울특별시 관악구 신림동,1703-1,1703,1,LIG대학마을(건영아파트3차),69.17,201901,31,"46,000",8,1996,신림로3길 40,, ,-,-
서울특별시 관악구 신림동,1644,1644,0,강남,65.09,201901,14,"45,000",4,1974,조원로 25,, ,-,-
서울특별시 관악구 신림동,1644,1644,0,강남,46.72,201901,30,"25,800",3,1974,조원로 25,, ,-,-
서울특별시 관악구 신림동,746-43,746,43,건영1,41.04,201901,5,"30,000",10,1984,문성로 74,, ,-,-
서울특별시 관악구 신림동,746-43,746,43,건영1,74.22,201901,7,"54,500",11,1984,문성로 74,, ,-,-
서울특별시 관악구 신림동,746-43,746,43,건영1,41.04,201901,19,"30,000",6,1984,문성로 74,, ,-,-
서울특별시 관악구 신림동,721-2,721,2,건영2,43.92,201901,31,"23,750",12,1988,난곡로35길 28-7,, ,-,-
서울특별시 관악구 신림동,244,244,0,관악,57.43,201901,11,"32,000",2,1983,대학7길 26,, ,-,-
서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아2단지,59.96,201901,15,"37,000",17,2008,난곡로 55,, ,-,-
서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아2단지,59.96,201901,26,"47,500",19,2008,난곡로 55,, ,-,-
서울특별시 관악구 신림동,1693,1693,0,국제산장,59.94,201901,29,"31,000",9,1993,호암로 417,, ,-,-
서울특별시 관악구 신림동,1705,1705,0,금호(1차),59.4,201901,2,"33,500",2,1997,대학18길 6,, ,-,-
서울특별시 관악구 신림동,1705,1705,0,금호(1차),59.4,201901,11,"33,500",7,1997,대학18길 6,, ,-,-
서울특별시 관악구 신림동,1695,1695,0,동부,50.57,201901,5,"43,000",11,1993,신원로 26,, ,-,-
서울특별시 관악구 신림동,1695,1695,0,동부,50.57,201901,6,"42,500",17,1993,신원로 26,, ,-,-
서울특별시 관악구 신림동,1739,1739,0,보라매스카이아파트(1739),82.18,201901,19,"41,500",6,2016,관천로18길 32,, ,-,-
서울특별시 관악구 신림동,497-5,497,5,보라매해담채,12.89,201901,14,"13,000",8,2012,신사로 134,, ,-,-
서울특별시 관악구 신림동,1714,1714,0,삼성산주공(주공3단지),58.55,201901,19,"35,250",12,2000,호암로 399,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,28.13,201901,14,"15,550",4,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,26.66,201901,14,"15,150",2,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,27.11,201901,14,"15,350",2,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,39.39,201901,14,"21,700",4,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,25.31,201901,14,"14,650",3,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,28.13,201901,14,"15,950",3,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,26.66,201901,14,"15,150",3,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,27.11,201901,14,"15,350",3,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,27.12,201901,14,"15,350",3,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,25.31,201901,14,"14,350",4,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,28.13,201901,14,"15,250",5,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,28.13,201901,14,"15,950",2,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,25.31,201901,14,"14,050",5,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,28.23,201901,14,"15,550",5,2018,난곡로34길 45,, ,-,-
서울특별시 관악구 신림동,626-11,626,11,성지하우스,27.12,201901,14,"15,350",2,2018,난곡로34길 45,, ,-,-
